                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                  1.059,                0.81224,                0.98053,                0.67586,                0.76459,                0.69613,                0.41313,                 1.3731,                 1.2497,                 1.0836,              0.0004369,              0.0004369,              0.0004369
                    154,                 1.0602,                 0.8108,                0.96872,                0.67051,                0.69994,                  0.678,                0.39928,                 1.4326,                 1.2474,                 1.0985,             0.00043566,             0.00043566,             0.00043566
                    155,                 1.0575,                0.78978,                0.96148,                0.68305,                0.66714,                0.67174,                0.40859,                 1.4121,                 1.2182,                 1.0887,             0.00043442,             0.00043442,             0.00043442
                    156,                 1.0941,                0.81504,                0.97803,                 0.7091,                0.69427,                 0.6892,                0.42227,                 1.3527,                 1.1575,                 1.0605,             0.00043319,             0.00043319,             0.00043319
                    157,                 1.0556,                0.79909,                0.97003,                0.69141,                0.73641,                0.70178,                0.43437,                 1.3203,                 1.1409,                 1.0482,             0.00043195,             0.00043195,             0.00043195
                    158,                 1.0592,                0.82668,                0.98762,                0.68858,                0.76917,                0.72031,                0.43798,                 1.3259,                 1.1297,                 1.0485,             0.00043071,             0.00043071,             0.00043071
                    159,                 1.0306,                0.80241,                0.96942,                0.67925,                0.75577,                0.72868,                0.45436,                 1.2722,                 1.1047,                 1.0478,             0.00042948,             0.00042948,             0.00042948
                    160,                 1.0432,                0.80015,                0.97374,                0.66954,                0.74723,                0.75246,                0.46492,                 1.2922,                 1.0592,                 1.0668,             0.00042824,             0.00042824,             0.00042824
                    161,                 1.0275,                0.76786,                0.96499,                0.70934,                0.75414,                 0.7703,                 0.4723,                 1.2936,                 1.0347,                 1.0439,               0.000427,               0.000427,               0.000427
                    162,                 1.0433,                0.78649,                0.96718,                0.68386,                 0.7488,                0.76322,                0.46146,                 1.2882,                 1.0502,                 1.0277,             0.00042576,             0.00042576,             0.00042576
                    163,                 1.0379,                 0.7925,                0.96864,                0.73623,                0.75014,                 0.7585,                0.45426,                 1.3057,                 1.1158,                 1.0288,             0.00042452,             0.00042452,             0.00042452
                    164,                 1.0449,                0.80402,                0.96945,                0.74625,                0.73369,                0.73795,                0.44673,                 1.3764,                 1.1546,                 1.0507,             0.00042329,             0.00042329,             0.00042329
                    165,                 1.0359,                0.79781,                0.97009,                0.74846,                0.71568,                0.73559,                0.44802,                 1.3625,                 1.1361,                 1.0542,             0.00042205,             0.00042205,             0.00042205
                    166,                 1.0069,                0.77017,                0.95757,                0.72629,                0.72562,                0.73235,                0.44295,                 1.2811,                 1.1275,                 1.0499,             0.00042081,             0.00042081,             0.00042081
                    167,                  1.027,                0.76158,                0.95885,                0.68951,                0.72225,                0.71375,                0.43854,                 1.3002,                 1.1811,                 1.0582,             0.00041957,             0.00041957,             0.00041957
                    168,                  1.023,                0.78821,                0.95852,                0.69891,                 0.7128,                0.72402,                0.44192,                 1.3048,                 1.2057,                 1.0539,             0.00041834,             0.00041834,             0.00041834
                    169,                 1.0314,                0.77769,                0.96767,                0.69201,                 0.7348,                0.72905,                0.44894,                 1.3027,                 1.2008,                 1.0528,              0.0004171,              0.0004171,              0.0004171
                    170,                 1.0068,                 0.7536,                0.95865,                0.65711,                0.77775,                0.72181,                0.44437,                 1.2919,                 1.1574,                 1.0518,             0.00041586,             0.00041586,             0.00041586
                    171,                 1.0092,                0.75785,                0.95037,                0.65317,                0.77878,                0.71685,                0.43654,                 1.3201,                 1.1386,                 1.0692,             0.00041462,             0.00041462,             0.00041462
                    172,                 1.0011,                 0.7582,                0.95324,                0.67934,                0.71495,                0.70845,                 0.4385,                 1.3271,                 1.1735,                 1.0721,             0.00041339,             0.00041339,             0.00041339
                    173,                  0.987,                 0.7538,                0.96807,                0.65178,                0.73072,                0.69762,                0.43211,                  1.328,                 1.1763,                 1.0715,             0.00041215,             0.00041215,             0.00041215
                    174,                 1.0503,                0.77616,                 0.9759,                0.64142,                0.79345,                 0.7149,                0.42232,                 1.3183,                 1.1552,                 1.0676,             0.00041091,             0.00041091,             0.00041091
                    175,                 1.0181,                 0.7404,                0.95835,                0.64256,                0.78888,                0.70476,                0.43234,                 1.3154,                 1.1223,                 1.0641,             0.00040968,             0.00040968,             0.00040968
                    176,                 1.0539,                0.76589,                0.97451,                0.63834,                0.77099,                0.72199,                0.44355,                 1.3172,                 1.1347,                 1.0538,             0.00040844,             0.00040844,             0.00040844
                    177,                 1.0182,                 0.7493,                0.96925,                0.65635,                0.72015,                0.72271,                 0.4487,                 1.3314,                   1.16,                 1.0575,              0.0004072,              0.0004072,              0.0004072
                    178,                 1.0189,                0.75899,                0.95976,                0.69038,                0.69306,                0.72025,                0.43916,                 1.3255,                 1.1975,                  1.057,             0.00040596,             0.00040596,             0.00040596
                    179,                 1.0083,                0.77486,                0.96073,                0.72311,                0.65755,                0.71603,                0.43715,                 1.3117,                 1.1602,                 1.0543,             0.00040473,             0.00040473,             0.00040473
                    180,                 1.0005,                0.74873,                 0.9583,                0.66575,                0.75618,                0.72298,                0.44349,                 1.2876,                 1.1345,                 1.0553,             0.00040349,             0.00040349,             0.00040349
                    181,                 1.0124,                0.74524,                0.96425,                0.65616,                 0.7706,                0.72095,                0.44341,                  1.308,                 1.1238,                 1.0668,             0.00040225,             0.00040225,             0.00040225
                    182,                 1.0151,                0.73461,                 0.9563,                0.67822,                 0.7109,                0.70953,                0.43172,                 1.3765,                 1.1449,                 1.0737,             0.00040101,             0.00040101,             0.00040101
                    183,                 1.0002,                0.73596,                0.95974,                0.66502,                0.72191,                0.70349,                0.43143,                 1.3776,                 1.1574,                 1.0691,             0.00039978,             0.00039978,             0.00039978
                    184,                 1.0235,                0.74913,                0.96175,                0.68054,                0.69207,                0.69688,                0.43324,                 1.3542,                 1.1342,                 1.0665,             0.00039854,             0.00039854,             0.00039854
                    185,                  1.004,                0.75376,                0.96854,                0.66235,                0.73613,                 0.6841,                0.42368,                 1.3481,                 1.1209,                 1.0694,              0.0003973,              0.0003973,              0.0003973
                    186,                 1.0216,                0.75825,                0.95358,                0.66083,                0.74482,                0.68411,                0.41716,                 1.3411,                 1.1045,                 1.0891,             0.00039606,             0.00039606,             0.00039606
                    187,                0.97752,                 0.7248,                0.95203,                0.63121,                0.75103,                0.67856,                0.41498,                 1.3532,                 1.1367,                 1.0967,             0.00039483,             0.00039483,             0.00039483
                    188,                0.98326,                0.72519,                 0.9424,                0.66412,                0.71756,                0.68346,                0.41273,                 1.3654,                 1.1863,                 1.0673,             0.00039359,             0.00039359,             0.00039359
                    189,                0.97453,                0.71392,                0.94577,                0.68289,                0.71264,                0.68604,                 0.4181,                 1.3779,                 1.1923,                  1.066,             0.00039235,             0.00039235,             0.00039235
                    190,                 1.0115,                0.73939,                0.94978,                0.68225,                0.70653,                0.68558,                0.41276,                 1.3613,                 1.1641,                 1.0733,             0.00039111,             0.00039111,             0.00039111
                    191,                0.99402,                0.74481,                  0.956,                0.66213,                0.74263,                0.68619,                0.41199,                 1.3482,                 1.1646,                 1.0825,             0.00038988,             0.00038988,             0.00038988
                    192,                0.98206,                0.72926,                0.95565,                0.65245,                0.70973,                0.68449,                0.41529,                 1.3343,                 1.1647,                   1.07,             0.00038864,             0.00038864,             0.00038864
                    193,                 1.0051,                0.76557,                 0.9649,                0.68297,                0.70889,                0.68816,                0.41371,                 1.3839,                 1.1667,                 1.0805,              0.0003874,              0.0003874,              0.0003874
                    194,                 1.0209,                0.74218,                0.96305,                0.70148,                0.71677,                0.68902,                 0.4002,                 1.4446,                 1.2037,                  1.097,             0.00038616,             0.00038616,             0.00038616
                    195,                0.99194,                0.74413,                0.95942,                0.69818,                0.67942,                0.70017,                0.41905,                 1.3697,                 1.1889,                  1.068,             0.00038492,             0.00038492,             0.00038492
                    196,                0.97755,                0.72571,                0.94665,                 0.6878,                0.69732,                0.71478,                0.43605,                 1.3571,                 1.1336,                 1.0513,             0.00038369,             0.00038369,             0.00038369
                    197,                0.99031,                0.70821,                0.95363,                0.71796,                 0.6899,                0.71658,                0.43112,                 1.3853,                  1.138,                 1.0574,             0.00038245,             0.00038245,             0.00038245
                    198,                 1.0061,                0.74897,                0.96083,                0.67246,                0.72831,                0.70845,                0.42429,                 1.4049,                 1.1764,                 1.0736,             0.00038121,             0.00038121,             0.00038121
                    199,                 1.0049,                 0.7428,                0.96424,                0.67133,                0.76099,                0.72192,                0.44118,                  1.324,                 1.1131,                 1.0595,             0.00037997,             0.00037997,             0.00037997
                    200,                0.97324,                0.71957,                0.94992,                0.65412,                0.82186,                0.72222,                0.43755,                 1.3088,                 1.0761,                 1.0729,             0.00037874,             0.00037874,             0.00037874
                    201,                0.95452,                0.72915,                0.94884,                0.65137,                0.80401,                0.71769,                0.44294,                 1.2954,                 1.0691,                 1.0721,              0.0003775,              0.0003775,              0.0003775
                    202,                0.94743,                0.69927,                0.94849,                0.65501,                0.79358,                0.71932,                0.44535,                 1.3225,                 1.0679,                 1.0845,             0.00037626,             0.00037626,             0.00037626
                    203,                0.96062,                0.69727,                0.94072,                0.67411,                0.77891,                 0.7121,                0.44136,                 1.3409,                 1.0873,                 1.0894,             0.00037503,             0.00037503,             0.00037503
                    204,                0.98407,                0.72152,                0.95437,                0.72734,                0.70999,                0.70109,                0.42682,                 1.4115,                  1.154,                 1.0969,             0.00037379,             0.00037379,             0.00037379
                    205,                0.95652,                0.70595,                0.94162,                0.71019,                0.72051,                0.69715,                0.42084,                 1.4629,                  1.176,                 1.1118,             0.00037255,             0.00037255,             0.00037255
                    206,                0.95118,                0.70059,                0.93824,                0.70981,                0.71756,                0.70979,                0.42959,                 1.4325,                 1.1863,                 1.1038,             0.00037131,             0.00037131,             0.00037131
                    207,                  0.966,                 0.6947,                0.94728,                0.70007,                0.74667,                0.72477,                0.44274,                 1.3633,                 1.1631,                 1.0782,             0.00037008,             0.00037008,             0.00037008
                    208,                0.96083,                0.69284,                0.95001,                0.69747,                0.76454,                0.71579,                0.43855,                 1.3468,                 1.1672,                  1.072,             0.00036884,             0.00036884,             0.00036884
                    209,                0.96933,                0.69899,                0.94321,                0.69923,                0.73998,                0.71386,                 0.4437,                 1.3242,                 1.1543,                 1.0639,              0.0003676,              0.0003676,              0.0003676
                    210,                0.95413,                0.68576,                0.94362,                0.68253,                0.77127,                0.71164,                0.43772,                 1.3428,                 1.1177,                 1.0834,             0.00036636,             0.00036636,             0.00036636
                    211,                0.95647,                0.71019,                0.94731,                0.68731,                0.78141,                0.71995,                0.43859,                 1.3366,                 1.0872,                 1.0801,             0.00036513,             0.00036513,             0.00036513
                    212,                0.96816,                0.69627,                0.94134,                0.69519,                0.78663,                0.72078,                0.45178,                 1.3249,                 1.0712,                 1.0609,             0.00036389,             0.00036389,             0.00036389
                    213,                0.98517,                0.71202,                0.95269,                 0.6971,                0.73983,                 0.7073,                0.44438,                 1.3397,                 1.0789,                 1.0653,             0.00036265,             0.00036265,             0.00036265
                    214,                0.95597,                0.69153,                0.94965,                0.70021,                0.70259,                0.70338,                0.44194,                 1.3558,                 1.0896,                 1.0694,             0.00036141,             0.00036141,             0.00036141
                    215,                0.95667,                0.69247,                0.94343,                 0.7045,                0.68607,                0.70393,                0.44502,                 1.3659,                 1.1081,                 1.0732,             0.00036018,             0.00036018,             0.00036018
                    216,                0.93967,                0.69458,                 0.9471,                0.67396,                0.74916,                0.70828,                0.43448,                 1.3896,                 1.1156,                 1.0744,             0.00035894,             0.00035894,             0.00035894
                    217,                  0.935,                0.68881,                0.94334,                0.67679,                0.75716,                0.70908,                0.43759,                 1.3828,                 1.1172,                 1.0704,              0.0003577,              0.0003577,              0.0003577
                    218,                 0.9473,                0.69597,                0.94609,                0.69723,                0.73128,                0.70023,                0.42975,                 1.3951,                  1.119,                 1.0759,             0.00035646,             0.00035646,             0.00035646
                    219,                  0.926,                0.67829,                0.93848,                0.70142,                0.72047,                0.70399,                0.42574,                 1.3841,                 1.1191,                 1.0823,             0.00035523,             0.00035523,             0.00035523
                    220,                0.92063,                0.65881,                0.93343,                0.71612,                0.70151,                0.70598,                0.43126,                 1.3841,                  1.128,                 1.0893,             0.00035399,             0.00035399,             0.00035399
                    221,                0.92237,                0.66112,                0.93369,                0.72546,                 0.7006,                 0.7086,                0.43444,                 1.3912,                 1.1336,                 1.0947,             0.00035275,             0.00035275,             0.00035275
                    222,                0.94487,                0.68941,                0.93924,                0.70306,                0.71661,                0.70762,                0.42592,                 1.3494,                 1.1395,                 1.1029,             0.00035151,             0.00035151,             0.00035151
                    223,                0.94546,                0.68978,                 0.9409,                0.69914,                0.71909,                0.71384,                0.43685,                 1.3494,                 1.1011,                 1.0936,             0.00035028,             0.00035028,             0.00035028
                    224,                0.93019,                0.68574,                0.94202,                0.69106,                0.76531,                0.72918,                0.45389,                  1.343,                 1.0495,                 1.0666,             0.00034904,             0.00034904,             0.00034904
                    225,                0.96664,                 0.6882,                0.94019,                  0.673,                 0.7627,                0.72866,                0.45646,                 1.3305,                 1.0413,                 1.0666,              0.0003478,              0.0003478,              0.0003478
                    226,                0.94225,                0.68538,                0.93707,                0.64899,                0.79648,                0.72524,                0.45558,                 1.3206,                 1.0406,                  1.087,             0.00034656,             0.00034656,             0.00034656
                    227,                0.93588,                0.66408,                0.93767,                0.66253,                0.81363,                0.73174,                0.45585,                 1.2826,                 1.0369,                 1.0753,             0.00034533,             0.00034533,             0.00034533
                    228,                0.92079,                0.67039,                0.94094,                0.67418,                0.80739,                0.74303,                0.46891,                 1.2778,                 1.0498,                 1.0622,             0.00034409,             0.00034409,             0.00034409
                    229,                0.92784,                 0.6622,                0.93794,                0.69111,                0.77704,                0.73683,                0.46428,                 1.2781,                 1.0546,                 1.0632,             0.00034285,             0.00034285,             0.00034285
                    230,                0.91861,                0.65434,                0.93188,                0.71917,                0.74384,                0.73493,                0.46088,                 1.2958,                 1.0718,                 1.0801,             0.00034161,             0.00034161,             0.00034161
                    231,                0.93718,                0.66145,                0.93869,                 0.7063,                0.74426,                0.73513,                0.45833,                 1.3378,                 1.0823,                 1.0993,             0.00034038,             0.00034038,             0.00034038
                    232,                 0.9424,                0.67164,                0.93272,                0.69655,                0.74798,                0.73457,                0.45768,                 1.3728,                 1.1131,                 1.0961,             0.00033914,             0.00033914,             0.00033914
                    233,                0.92741,                 0.6785,                0.93225,                0.72891,                0.71083,                0.72872,                0.45329,                 1.4079,                 1.1206,                  1.101,              0.0003379,              0.0003379,              0.0003379
                    234,                0.93877,                0.67246,                0.93607,                0.71586,                0.70486,                0.69947,                 0.4236,                 1.4569,                 1.1456,                 1.1104,             0.00033666,             0.00033666,             0.00033666
                    235,                0.93085,                0.66906,                0.94524,                0.69938,                0.73399,                0.70127,                0.43568,                 1.4176,                 1.1566,                 1.1078,             0.00033543,             0.00033543,             0.00033543
                    236,                0.90704,                0.65616,                0.93568,                0.70003,                0.73192,                0.70673,                0.42909,                 1.4181,                 1.1612,                 1.1051,             0.00033419,             0.00033419,             0.00033419
                    237,                0.90612,                0.65453,                0.93806,                0.71119,                0.72254,                0.70602,                0.43188,                 1.4068,                 1.1616,                 1.0959,             0.00033295,             0.00033295,             0.00033295
                    238,                0.93553,                0.66752,                0.94397,                0.67775,                0.76874,                0.69854,                0.42785,                 1.4204,                 1.1568,                 1.1058,             0.00033171,             0.00033171,             0.00033171
                    239,                0.92368,                  0.662,                0.93414,                0.65843,                0.77894,                0.69905,                0.43631,                 1.3858,                 1.1413,                 1.1019,             0.00033047,             0.00033047,             0.00033047
                    240,                0.89446,                0.64388,                0.92994,                0.62583,                0.78895,                0.70841,                0.43844,                 1.3701,                 1.1101,                 1.0859,             0.00032924,             0.00032924,             0.00032924
                    241,                0.90357,                0.64167,                0.92808,                0.67846,                 0.7062,                0.71369,                0.43525,                 1.3576,                 1.0885,                 1.0766,               0.000328,               0.000328,               0.000328
                    242,                0.92913,                0.65951,                0.93509,                0.69669,                0.72444,                0.72095,                0.43436,                 1.3513,                 1.0842,                 1.0623,             0.00032676,             0.00032676,             0.00032676
                    243,                0.90763,                0.65256,                0.93538,                0.68958,                0.73754,                0.70733,                0.43551,                 1.3541,                 1.0799,                  1.081,             0.00032553,             0.00032553,             0.00032553
                    244,                 0.8966,                0.64242,                0.92993,                0.67358,                 0.7725,                0.70259,                0.43474,                 1.3782,                 1.0831,                 1.1109,             0.00032429,             0.00032429,             0.00032429
                    245,                0.90284,                0.65348,                0.93654,                0.67749,                0.75958,                 0.6958,                0.43141,                 1.3914,                 1.0937,                 1.1174,             0.00032305,             0.00032305,             0.00032305
                    246,                0.90733,                0.64766,                0.93078,                0.63626,                0.77098,                0.69901,                0.43363,                 1.3945,                  1.133,                 1.1191,             0.00032181,             0.00032181,             0.00032181
                    247,                0.90516,                 0.6524,                0.93594,                0.67221,                0.73653,                0.70925,                0.45071,                 1.3579,                  1.111,                 1.0995,             0.00032058,             0.00032058,             0.00032058
                    248,                0.90433,                0.64046,                0.92655,                0.65714,                0.74385,                0.70793,                0.45181,                 1.3724,                 1.1129,                  1.086,             0.00031934,             0.00031934,             0.00031934
                    249,                0.90075,                0.64587,                0.93491,                0.65342,                 0.7373,                 0.7044,                0.44525,                 1.3821,                 1.1282,                 1.0828,              0.0003181,              0.0003181,              0.0003181
                    250,                0.92795,                0.66182,                0.93842,                0.65105,                0.73857,                0.69425,                0.43455,                   1.42,                 1.1641,                 1.0939,             0.00031686,             0.00031686,             0.00031686
                    251,                0.90073,                  0.637,                0.93545,                 0.6758,                0.71746,                0.68583,                0.42704,                 1.4293,                 1.1795,                 1.1058,             0.00031562,             0.00031562,             0.00031562
                    252,                0.91325,                0.65644,                0.93694,                0.68204,                0.72494,                0.68458,                0.42462,                 1.4436,                 1.1439,                 1.1152,             0.00031439,             0.00031439,             0.00031439
                    253,                0.90215,                0.64435,                0.93155,                0.68025,                0.71989,                0.68582,                0.42267,                 1.4394,                 1.1376,                 1.1092,             0.00031315,             0.00031315,             0.00031315
                    254,                0.87871,                0.62446,                0.92105,                0.72641,                0.69171,                0.69826,                0.42879,                 1.4108,                 1.1231,                 1.1001,             0.00031191,             0.00031191,             0.00031191
                    255,                0.89075,                0.65043,                0.93501,                0.68718,                0.73736,                0.69731,                0.43978,                 1.3988,                 1.0931,                 1.1035,             0.00031068,             0.00031068,             0.00031068
                    256,                0.88705,                0.62844,                0.92681,                0.70727,                 0.7226,                0.71092,                0.44713,                 1.3784,                  1.104,                 1.1001,             0.00030944,             0.00030944,             0.00030944
                    257,                0.88972,                0.63664,                0.92583,                 0.7058,                0.73122,                 0.7106,                0.44444,                 1.3706,                 1.1032,                 1.1013,              0.0003082,              0.0003082,              0.0003082
                    258,                0.90663,                0.64101,                0.93381,                0.70739,                0.73039,                0.71191,                0.43941,                 1.3808,                 1.1186,                 1.1001,             0.00030696,             0.00030696,             0.00030696
                    259,                0.89286,                0.63684,                0.92852,                0.68188,                0.76206,                0.71159,                0.44297,                 1.3643,                 1.1285,                 1.0928,             0.00030573,             0.00030573,             0.00030573
                    260,                0.88405,                0.63613,                0.92938,                0.63328,                0.80784,                0.70536,                 0.4407,                 1.3542,                  1.113,                 1.1017,             0.00030449,             0.00030449,             0.00030449
                    261,                 0.8859,                0.64054,                0.92851,                0.65499,                0.76866,                 0.7012,                0.43875,                  1.361,                 1.1039,                 1.1058,             0.00030325,             0.00030325,             0.00030325
